job_title,job_url,company_name,company_url,job_tags,job_snippet,job_post_date,new_job_post_flag
"Innovation Manager, Artificial Intelligence Lab, School of C...",https://sg.indeed.com/rc/clk?jk=c083801f2b32c472&fccid=b4c06e8a712feddf&vjs=3,National University of Singapore,https://sg.indeed.com/cmp/National-University-of-Singapore,['Full-time'],"The Innovation Manager will work with internal and external stakeholders to plan, deliver, implement, and manage strategic programs, processes, and projects.",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
"VP, Data Scientist, Analytics & New Capabilities, Middle Off...",https://sg.indeed.com/rc/clk?jk=4f3711e322aeda62&fccid=cc1f9ea511d140fe&vjs=3,DBS Bank,https://sg.indeed.com/cmp/Dbs-Bank,['Full-time'],"2-5 years of experience in applied statistical learning, machine learning and data science with tangible outcomes.",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Machine Learning Engineer,https://sg.indeed.com/rc/clk?jk=36b6b4a0d49df246&fccid=c0f0ee56088a411e&vjs=3,Carro,https://sg.indeed.com/cmp/Carro,['Full-time'],"Build robust data collection procedures and highly scalable APIs.
Processing, cleansing, and verifying the integrity of data used for analysis.",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
"Lead, Business Analytics",https://sg.indeed.com/rc/clk?jk=cf4392c165b0a044&fccid=004041685e219574&vjs=3,AIA,,['Full-time'],"Responsible for analyzing data and producing data insights to support business needs.
Track record in analysing large datasets; capability in executing full…",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Data Scientist (NCID Prepare Office),https://sg.indeed.com/rc/clk?jk=e3b2dcbb79a16bc2&fccid=406c2c8af0c534b5&vjs=3,Tan Tock Seng Hospital (TTSH),https://sg.indeed.com/cmp/Tan-Tock-Seng-Hospital-(ttsh),['Full-time +1'],"Data extraction, cleaning, processing and management;
The Co-op is building a core data and research analytic team that will generate and provide empirical data…",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Data Scientist (Weather nowcast system ),https://sg.indeed.com/rc/clk?jk=207f5a8c4d70d60b&fccid=6e6bb78451dded9d&vjs=3,The Talent Shark,,['Full-time'],"Have passion about data and data science.
Provides data exploration with raw weather attributes, like wind speed, humidity, rainfall, and able to the find and…",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
"Quantitative Researcher, Deep Research",https://sg.indeed.com/company/WorldQuant/jobs/Quantitative-Researcher-5a2bebd6e5e1e176?fccid=08487f979320ebae&vjs=3,WorldQuant,,['Full-time'],"Partner with a close-knit team of data scientists, data engineers, technologists and data sourcing colleagues to identify and research new sector or broad…",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Senior Data Science Consultant,https://sg.indeed.com/rc/clk?jk=e02af2481cc69cee&fccid=babab58a823c8682&vjs=3,DataSpark Pte Ltd,,['Full-time +1'],"Knowledge of Analytics, Data Warehousing, ETL and data structures.
Experience working with ASEAN & Indian clients Experience of big data manipulation in Pyspark…",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Senior Analyst (Data Science) / Analyst (Data Science),https://sg.indeed.com/rc/clk?jk=a46d374c833b46eb&fccid=344d79655933a761&vjs=3,Singapore General Hospital,https://sg.indeed.com/cmp/Singapore-General-Hospital,['Full-time +1'],"You will work with healthcare providers to address their challenges through the use of data and appropriate techniques in Data Science, Optimisation and…",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
