job_title,job_url,company_name,company_url,job_tags,job_snippet,job_post_date,new_job_post_flag
,,,,[],,,
Senior Machine Learning Engineer,https://sg.indeed.com/rc/clk?jk=2080f28e2812d52e&fccid=7cf87f932afc64bc&vjs=3,NE Digital,,['Full-time'],"Work with data scientists and domain experts to design the ML workflow, deployment strategy, and productionalize machine learning application/service (batch…",3 days ago,new
,,,,[],,,
,,,,[],,,
,,,,[],,,
Data Analytics Consultant,https://sg.indeed.com/rc/clk?jk=40ba5577bddc92f7&fccid=7cdfbf67ffc29a5b&vjs=3,ERP21 Pte Ltd,,['Full-time'],"Good knowledge of data science/ analytics, in particular:
Design and develop data pipelines to support analysis according to best practices.",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
"Manager, Data Science",https://sg.indeed.com/rc/clk?jk=83177022e1f50fcf&fccid=48270b2eee62c2c6&vjs=3,Bain & Company,,['Full-time'],"Comfortable working with large, complex data sets from varying sources (e.g., transactional & enterprise data, unfiltered data sets, internet/public data or…",16 days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Research Analyst/ Associate/ Fellow in Machine Learning and...,https://sg.indeed.com/rc/clk?jk=50949e6b90901e17&fccid=b4c06e8a712feddf&vjs=3,National University of Singapore,https://sg.indeed.com/cmp/National-University-of-Singapore,['Full-time'],"Development of data analysis frameworks.
The responsibilities of the role will include designing and developing various analytical frameworks to analyze…",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Senior / Lead Machine Learning Engineer,https://sg.indeed.com/rc/clk?jk=3a1e9f1eb6988bfc&fccid=b79fa3ee18655a5a&vjs=3,Grab,https://sg.indeed.com/cmp/Grab,['Full-time'],"Design and implement robust data pipelines.
Analyze data and define metrics for feature evaluation and model performance.",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Enterprise Data Science Management Lead,https://sg.indeed.com/rc/clk?jk=0572970dd59bd68d&fccid=b98fdd885d550a69&vjs=3,Changi Airport Group,https://sg.indeed.com/cmp/Changi-Airport-Group,['Permanent'],"Oversee data management, data quality control, data governance and data access as well as drive the growth of data science and new capabilities such as Machine…",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
AI Engineer (Natural Language Processing)-AI Singapore,https://sg.indeed.com/rc/clk?jk=dd68b001d1f9d751&fccid=b4c06e8a712feddf&vjs=3,National University of Singapore,https://sg.indeed.com/cmp/National-University-of-Singapore,['Full-time'],"Develop NLP products for NLP Hub.
Perform literature review of academic machine learning papers.
Reproduce, test and enhance algorithms from research papers.",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Engagement Manager – Database Analytics,https://sg.indeed.com/rc/clk?jk=314a323d1ea1b527&fccid=6b7a1dfe07e7f037&vjs=3,IQVIA,https://sg.indeed.com/cmp/Iqvia,['Full-time'],"Familiarity with real-world study methodologies including secondary data use (claims, EMRs, registries) or primary site-based data collection.",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Senior Machine Learning Engineer,https://sg.indeed.com/rc/clk?jk=09b059c9139448b3&fccid=c0f0ee56088a411e&vjs=3,Carro,https://sg.indeed.com/cmp/Carro,['Full-time'],"Build robust and highly scalable data platform components to support data collection, exploration, and integration from various sources - data API, RDBMS and…",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Manager / Senior Manager (Group Corporate Affairs),https://sg.indeed.com/rc/clk?jk=8effc034110188bd&fccid=d9e60d33eab8cd05&vjs=3,PSA International,https://sg.indeed.com/cmp/Psa-International,['Full-time'],At least 3 years of experience as a data scientist or data/BI analyst in developing dashboards and data analytics models/solutions.,30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
"Senior Analyst, Data Science, Office of Insights & Analytics",https://sg.indeed.com/rc/clk?jk=ef8d15fc1f74bb0b&fccid=dcae8df142b2a793&vjs=3,SingHealth,https://sg.indeed.com/cmp/Singhealth,['Full-time'],"Experience in designing non-trivial data related technical solutions and deploying them in an actual user setting.
Doctorate Degree is an advantage.",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
Lead Data Scientist,https://sg.indeed.com/rc/clk?jk=dda2270473e30273&fccid=b36b290781136055&vjs=3,Inspectorio,,['Full-time'],"At least 3-5 years of experience on implementing data science projects.
Inspectorio is a cloud-based SaaS solution focused on creating a dynamic and risk…",30+ days ago,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
,,,,[],,,
